Job Id,Job Role,Industry,Company Name,Location,Salary (INR),Experience Required (years),Qualification,Employment Type,Skills,Posted Date,Source,Work Mode,Job Rating,Total Job Openings,Applications Received,Candidates Hired,Male Candidates,Female Candidates,Other Gender Candidates,Skill Demand Score,Skill Supply Score,Skill Gap,In-demand Skills,Gender Pay Gap (%),Employee Satisfaction Score (%),Reasons for Job Switch,Average Employee Retention (Years),Turnover Rate (%),Employee Benefits,Bonuses & Benefits Included?,Employment Rate (%),Unemployment Rate (%),Total Employees in Company,Mandatory Hours per Week,Burnout Risk,Number of Certifications,Years in Industry
SAM-DAT-5574,Data Scientist,IT,Samsung,"Sydney, Australia",2792745,11,Diploma,Contract,"SQL, AWS",07-10-2024,Glassdoor,Remote,3.4,7,434,5,1,4,0,63,74,-11,"AWS, Photoshop",10,90,Salary,4,13,"Bonuses, Perks",Yes,82,18,71767,45,Medium,1,12
MIC-MAR-8803,Marketing Manager,Retail,Microsoft,"Mumbai, India",1374304,4,M.Tech,Full-Time,"React, Python",21-05-2014,Glassdoor,Remote,4.6,7,158,6,1,5,0,75,78,-3,"SEO, Power BI",6,83,Culture,3.9,16,"Bonuses, Perks",Yes,77,23,194843,40,High,2,6
GOO-FIN-6784,Finance Consultant,Finance,Google,"Berlin, Germany",2736055,10,BBA,Part-time,"HR Policies, SEO",12-04-2019,Shine,Remote,4,3,391,2,2,0,0,91,55,36,"Machine Learning, React",14,73,Work-life balance,4.8,10,"WFH, Insurance",No,77,23,226018,42,Low,4,12
TCS-GRA-2830,Graphic Designer,Biotechnology,TCS,"Singapore, Singapore",642956,13,M.Tech,Contract,"Power BI, AWS",04-05-2018,Glassdoor,Remote,3.1,7,213,6,6,0,0,61,56,5,"SEO, React",9,70,Growth,3.2,11,"WFH, Insurance",No,86,14,140240,45,High,2,6
TES-DAT-3723,Data Scientist,HR,Tesla,"Toronto, Canada",1859783,10,Diploma,Full-Time,"AWS, HR Policies",09-02-2016,Naukri,Hybrid,3.1,4,430,1,0,1,0,86,66,20,"Java, React",6,74,Culture,4.9,10,"WFH, Insurance",No,76,24,115762,38,Medium,1,12
MIC-HR -2671,HR Manager,Manufacturing,Microsoft,"London, UK",834094,9,B.Tech,Full-Time,"Python, Photoshop",17-11-2024,Glassdoor,Hybrid,3.7,3,116,1,1,0,0,66,56,10,"React, Photoshop",6,74,Job Security,4.4,11,"WFH, Insurance",Yes,88,12,83706,38,Medium,1,6
NIK-GRA-9468,Graphic Designer,Healthcare,Nike,"Dubai, UAE",2529217,3,M.Sc,Contract,"Photoshop, Python",14-11-2018,Naukri,Onsite,3.8,8,475,8,3,5,0,73,59,14,"HR Policies, Power BI",10,93,Work-life balance,2.8,13,"WFH, Insurance",Yes,81,19,122381,39,High,3,5
ADO-MEC-7536,Mechanical Engineer,Retail,Adobe,"Mumbai, India",2911073,5,B.Com,Internship,"AWS, Photoshop",04-06-2021,Naukri,Remote,3.3,1,347,1,1,0,0,84,61,23,"Machine Learning, React",6,79,Growth,3.6,12,"Bonuses, Perks",No,79,21,169642,42,High,3,7
AMA-CYB-5349,Cybersecurity Analyst,Marketing,Amazon,"Toronto, Canada",2384142,8,B.Sc,Contract,"HR Policies, Python",24-11-2019,Indeed,Hybrid,3.3,1,159,1,0,1,0,77,78,-1,"SEO, Java",13,79,Job Security,2.3,13,"WFH, Insurance",No,82,18,189688,41,Low,2,10
TES-CYB-4914,Cybersecurity Analyst,Education,Tesla,"Bangalore, India",2190769,13,M.Tech,Internship,"SEO, React",18-01-2019,LinkedIn,Hybrid,3.3,1,492,1,0,1,0,71,67,4,"Python, SEO",9,89,Growth,3.7,12,"Bonuses, Perks",No,80,20,74353,38,Medium,3,15
PFI-CYB-6183,Cybersecurity Analyst,Manufacturing,Pfizer,"Paris, France",1996696,13,M.Com,Part-time,"SQL, Photoshop",07-03-2017,LinkedIn,Hybrid,3.6,10,279,1,0,1,0,67,73,-6,"SQL, AWS",10,88,Growth,2.7,17,"WFH, Insurance",Yes,80,20,231382,35,Medium,1,11
PFI-DAT-4521,Data Analyst,IT,Pfizer,"Singapore, Singapore",1127876,14,Diploma,Full-Time,"Photoshop, SEO",09-12-2024,Shine,Hybrid,4.7,10,234,10,7,3,0,61,65,-4,"Python, SQL",12,72,Culture,5.2,18,"Bonuses, Perks",No,77,23,213713,35,Medium,1,3
MIC-BIO-7880,Biotech Researcher,Design,Microsoft,"Paris, France",2024077,1,M.Com,Full-Time,"Python, Power BI",24-07-2018,Upwork,Onsite,4.8,6,94,6,4,2,0,84,63,21,"AWS, Java",13,73,Job Security,5.5,15,"WFH, Insurance",Yes,83,17,177419,38,Medium,2,3
GOO-MEC-7997,Mechanical Engineer,HR,Google,"Sydney, Australia",1100603,10,PhD,Contract,"SQL, Photoshop",26-04-2014,LinkedIn,Remote,3.2,7,146,3,2,1,0,86,55,31,"AWS, HR Policies",7,84,Culture,2.4,19,"WFH, Insurance",Yes,79,21,130061,45,High,4,3
NIK-MEC-9612,Mechanical Engineer,Marketing,Nike,"Singapore, Singapore",825741,4,Diploma,Part-time,"Photoshop, Java",14-06-2022,Indeed,Hybrid,4.1,2,426,2,0,2,0,67,75,-8,"Machine Learning, Python",10,83,Culture,4.8,16,"WFH, Insurance",Yes,77,23,197084,45,Low,2,6
DEL-MAR-9473,Marketing Manager,HR,Deloitte,"Mumbai, India",2407215,8,MBA,Full-Time,"Machine Learning, SQL",22-06-2016,Shine,Onsite,3.2,2,213,1,0,1,0,87,62,25,"Machine Learning, Photoshop",8,76,Culture,5.7,11,"WFH, Insurance",Yes,76,24,162998,39,Medium,5,10
ADO-BIO-1766,Biotech Researcher,HR,Adobe,"Bangalore, India",2507666,8,M.Sc,Full-Time,"Photoshop, SEO",28-01-2016,Naukri,Onsite,4.2,10,492,4,0,4,0,68,59,9,"Java, SEO",11,88,Job Security,5.4,17,"Bonuses, Perks",Yes,77,23,218922,36,Low,5,10
SAM-MEC-3427,Mechanical Engineer,Manufacturing,Samsung,"London, UK",2139034,11,Diploma,Full-Time,"SEO, React",26-06-2018,Upwork,Hybrid,4.5,4,438,3,1,2,0,82,82,0,"SQL, Photoshop",15,93,Work-life balance,4,12,"WFH, Insurance",No,80,20,92098,39,High,5,5
TES-CYB-1605,Cybersecurity Analyst,Retail,Tesla,"Mumbai, India",1727856,3,B.Sc,Part-time,"Power BI, Photoshop",28-06-2015,Shine,Remote,4.6,1,367,1,1,0,0,74,85,-11,"AWS, Machine Learning",13,77,Growth,3.1,16,"WFH, Insurance",No,85,15,134279,37,Medium,4,5
NIK-MAR-5724,Marketing Manager,Biotechnology,Nike,"Paris, France",1875054,15,B.Sc,Internship,"HR Policies, AWS",11-08-2015,Upwork,Onsite,3.9,6,153,3,2,1,0,81,64,17,"Machine Learning, SEO",11,88,Growth,2.4,19,"Bonuses, Perks",Yes,79,21,170724,42,Low,5,17
SAM-FIN-5319,Finance Consultant,Manufacturing,Samsung,"Bangalore, India",1428777,1,BBA,Part-time,"AWS, Python",17-06-2018,Naukri,Remote,4.9,10,84,6,5,1,0,84,87,-3,"HR Policies, React",6,94,Salary,4.4,16,"WFH, Insurance",Yes,83,17,236420,40,High,1,3
PFI-MAR-6774,Marketing Manager,Manufacturing,Pfizer,"Dubai, UAE",1508404,3,B.Sc,Full-Time,"Python, SEO",26-07-2019,LinkedIn,Hybrid,4.9,10,166,3,1,2,0,64,87,-23,"Machine Learning, Power BI",11,93,Job Security,4.8,15,"Bonuses, Perks",No,83,17,144728,39,Medium,5,5
ADO-FIN-7170,Finance Consultant,Healthcare,Adobe,"Sydney, Australia",2840545,11,M.Com,Contract,"Machine Learning, SEO",02-02-2016,LinkedIn,Remote,4.4,8,452,4,2,2,0,91,63,28,"Power BI, Java",14,80,Salary,5.1,17,"WFH, Insurance",No,77,23,184148,37,High,5,13
PFI-CYB-6432,Cybersecurity Analyst,Education,Pfizer,"London, UK",1626944,7,BBA,Contract,"AWS, React",20-12-2022,LinkedIn,Remote,3.3,9,67,9,3,6,0,89,76,13,"Java, Photoshop",9,83,Growth,5,11,"WFH, Insurance",No,78,22,125577,39,High,2,9
NIK-SOF-3059,Software Engineer,Design,Nike,"Dubai, UAE",2943189,0,M.Com,Internship,"Python, SEO",22-03-2017,LinkedIn,Hybrid,3.6,8,181,2,0,2,0,65,88,-23,"SQL, Machine Learning",14,78,Culture,4.3,14,"Bonuses, Perks",No,76,24,123143,45,High,5,2
NIK-CYB-1937,Cybersecurity Analyst,Design,Nike,"London, UK",1244113,14,MBA,Full-Time,"Power BI, Java",03-11-2018,Upwork,Onsite,4.3,8,206,7,4,3,0,90,85,5,"HR Policies, Photoshop",15,80,Work-life balance,5.3,15,"WFH, Insurance",No,76,24,133067,37,High,5,8
UNK-BIO-5921,Biotech Researcher,Manufacturing,UnknownCompany,"New York, USA",1684993,4,B.Sc,Part-time,"Machine Learning, React",21-08-2015,Glassdoor,Onsite,3.5,6,275,3,1,2,0,72,89,-17,"Power BI, SQL",10,78,Salary,4.5,18,"Bonuses, Perks",Yes,86,14,81207,44,High,3,6
GOO-FIN-9096,Finance Consultant,Education,Google,"Singapore, Singapore",2037307,1,B.Tech,Full-Time,"Java, React",24-11-2018,LinkedIn,Hybrid,3.4,9,335,5,0,5,0,82,80,2,"HR Policies, Python",15,93,Growth,4.2,10,"Bonuses, Perks",No,86,14,220709,41,High,1,3
TCS-DAT-6058,Data Analyst,Finance,TCS,"Toronto, Canada",1870312,14,BBA,Internship,"SEO, Photoshop",21-02-2017,Glassdoor,Onsite,4.8,8,455,4,3,1,0,60,82,-22,"HR Policies, Python",10,70,Salary,2.4,18,"Bonuses, Perks",Yes,83,17,72371,42,Medium,2,16
AMA-DAT-5625,Data Analyst,Biotechnology,Amazon,"Dubai, UAE",2128027,13,B.Sc,Part-time,"SEO, Python",20-04-2017,Upwork,Onsite,3.8,9,453,1,1,0,0,70,60,10,"Java, Python",15,83,Salary,2.2,19,"Bonuses, Perks",Yes,78,22,51823,40,Low,5,4
NIK-GRA-2934,Graphic Designer,Marketing,Nike,"Bangalore, India",2512984,4,B.Tech,Full-Time,"Python, Machine Learning",24-10-2015,Naukri,Remote,3.6,10,66,5,3,2,0,95,64,31,"Power BI, Java",8,87,Culture,2.2,20,"WFH, Insurance",No,84,16,134620,37,High,2,6
MIC-BIO-5212,Biotech Researcher,Healthcare,Microsoft,"Dubai, UAE",1188199,13,M.Tech,Internship,"Machine Learning, Python",20-03-2021,Naukri,Hybrid,3.7,5,277,3,2,1,0,86,72,14,"HR Policies, Java",11,87,Salary,3.9,12,"WFH, Insurance",No,83,17,109021,44,Medium,2,11
SAM-DAT-2266,Data Scientist,IT,Samsung,"Dubai, UAE",1546528,1,B.Sc,Internship,"Python, Photoshop",01-04-2018,Glassdoor,Hybrid,3.1,8,92,1,1,0,0,84,87,-3,"HR Policies, Machine Learning",5,85,Salary,4.5,12,"Bonuses, Perks",No,75,25,227921,45,Medium,1,3
AMA-FIN-1394,Finance Consultant,IT,Amazon,"Sydney, Australia",1162483,14,B.Com,Internship,"Python, HR Policies",18-08-2021,LinkedIn,Remote,4.8,7,405,2,1,1,0,67,78,-11,"React, Java",5,76,Work-life balance,3.9,17,"WFH, Insurance",No,85,15,143346,45,High,3,10
MIC-SOF-8598,Software Engineer,Finance,Microsoft,"Paris, France",2613867,6,B.Tech,Contract,"Power BI, Photoshop",26-07-2021,Shine,Hybrid,4.4,6,212,4,0,4,0,64,80,-16,"Python, SEO",5,72,Growth,3,16,"Bonuses, Perks",No,77,23,174334,43,Low,4,8
AMA-BIO-3390,Biotech Researcher,Education,Amazon,"Berlin, Germany",1342148,3,B.Tech,Internship,"React, Python",24-11-2020,Upwork,Onsite,4.5,2,483,2,2,0,0,74,63,11,"Python, SQL",13,91,Culture,5.7,17,"Bonuses, Perks",Yes,79,21,175802,38,High,3,5
GOO-SOF-8550,Software Engineer,Education,Google,"Berlin, Germany",2054178,0,B.Tech,Contract,"Java, Machine Learning",25-01-2019,LinkedIn,Onsite,3.2,6,290,6,2,4,0,89,77,12,"Python, SQL",9,75,Work-life balance,3.1,12,"WFH, Insurance",No,77,23,99507,35,Medium,3,2
GOO-CYB-9646,Cybersecurity Analyst,Biotechnology,Google,"London, UK",2612367,15,MBA,Internship,"Python, HR Policies",20-03-2015,Upwork,Onsite,3.1,1,261,1,1,0,0,91,59,32,"Power BI, Java",15,76,Work-life balance,4,14,"Bonuses, Perks",Yes,76,24,150534,38,Low,5,11
PFI-SOF-8887,Software Engineer,IT,Pfizer,"Dubai, UAE",2431060,9,MBA,Contract,"Python, Photoshop",02-08-2014,Upwork,Onsite,3.2,3,411,3,1,2,0,66,66,0,"Java, Photoshop",10,87,Salary,2.8,10,"WFH, Insurance",Yes,85,15,186815,42,Medium,1,10
DEL-MAR-3004,Marketing Manager,Marketing,Deloitte,"Paris, France",1822980,8,M.Com,Contract,"AWS, Java",07-04-2016,Upwork,Remote,4.1,10,468,10,2,8,0,70,90,-20,"Photoshop, SQL",12,81,Culture,3,20,"Bonuses, Perks",Yes,82,18,209052,35,Low,2,10
AMA-MEC-9356,Mechanical Engineer,Design,Amazon,"Singapore, Singapore",2698704,8,M.Com,Full-Time,"Photoshop, SEO",18-06-2018,LinkedIn,Remote,4.3,1,231,1,1,0,0,84,72,12,"Python, Java",13,74,Job Security,5.5,11,"WFH, Insurance",Yes,87,13,69189,37,High,2,10
TCS-DAT-2850,Data Analyst,Marketing,TCS,"Dubai, UAE",534525,5,M.Tech,Part-time,"SQL, Power BI",24-05-2021,Upwork,Remote,4.1,1,251,1,0,1,0,62,77,-15,"AWS, SEO",14,90,Work-life balance,4.9,10,"Bonuses, Perks",Yes,82,18,151910,38,High,5,7
DEL-DAT-1055,Data Analyst,Design,Deloitte,"Berlin, Germany",1971142,13,M.Com,Contract,"SQL, Java",23-01-2022,Glassdoor,Remote,3.2,1,380,1,1,0,0,89,57,32,"SQL, Python",5,93,Salary,4,13,"Bonuses, Perks",No,90,10,189106,38,Low,3,8
DEL-CYB-8863,Cybersecurity Analyst,IT,Deloitte,"Dubai, UAE",1237998,3,B.Tech,Internship,"Machine Learning, Python",12-06-2015,Naukri,Onsite,3,9,308,3,1,2,0,79,90,-11,"Photoshop, AWS",13,95,Job Security,2.3,11,"WFH, Insurance",Yes,90,10,112442,43,High,2,5
PFI-FIN-5302,Finance Consultant,Healthcare,Pfizer,"Bangalore, India",2580417,6,B.Tech,Internship,"Java, SQL",07-06-2015,LinkedIn,Remote,4,5,438,3,1,2,0,74,87,-13,"HR Policies, Power BI",15,81,Work-life balance,3.5,20,"Bonuses, Perks",No,89,11,214504,43,Low,3,8
TCS-CYB-8643,Cybersecurity Analyst,HR,TCS,"New York, USA",2148677,11,BBA,Part-time,"Photoshop, HR Policies",02-04-2015,Upwork,Onsite,3.7,7,391,2,0,2,0,74,85,-11,"SQL, Python",6,85,Culture,5.2,13,"Bonuses, Perks",No,83,17,221779,45,Medium,3,13
MIC-SOF-6933,Software Engineer,Biotechnology,Microsoft,"Bangalore, India",1077953,11,B.Tech,Full-Time,"Java, HR Policies",08-11-2014,Upwork,Hybrid,3.1,8,442,3,3,0,0,64,55,9,"Machine Learning, React",15,94,Salary,3.7,11,"WFH, Insurance",Yes,88,12,243437,36,High,2,13
TCS-BIO-1749,Biotech Researcher,Healthcare,TCS,"Berlin, Germany",1249620,14,MBA,Part-time,"Power BI, React",07-09-2019,Glassdoor,Hybrid,3.2,10,178,5,1,4,0,75,86,-11,"Python, Power BI",7,91,Salary,2.6,20,"WFH, Insurance",No,88,12,149934,41,Medium,2,5
DEL-MAR-4982,Marketing Manager,HR,Deloitte,"Paris, France",734105,6,B.Sc,Internship,"AWS, SQL",16-04-2019,Naukri,Remote,4.6,7,191,2,0,2,0,77,81,-4,"SEO, React",8,84,Work-life balance,3.4,20,"WFH, Insurance",No,80,20,243593,44,High,4,5
TCS-DAT-5591,Data Scientist,HR,TCS,"Berlin, Germany",693786,12,B.Sc,Internship,"Python, SQL",05-10-2021,Shine,Onsite,4.7,2,111,1,1,0,0,95,70,25,"Photoshop, HR Policies",11,87,Salary,2.3,12,"WFH, Insurance",No,79,21,173074,43,Medium,3,5
AMA-HR -3415,HR Manager,IT,Amazon,"Mumbai, India",706907,6,B.Tech,Contract,,26-08-2024,Shine,Onsite,4.9,1,390,1,1,0,0,75,74,1,"Power BI, Java",7,77,Culture,4.8,12,"Bonuses, Perks",No,90,10,191287,42,Medium,3,7
TCS-SOF-9236,Software Engineer,Healthcare,TCS,"London, UK",2801242,5,Diploma,Part-time,"Machine Learning, Java",04-01-2023,Glassdoor,Hybrid,4.3,6,309,2,0,2,0,73,70,3,"React, SEO",13,71,Growth,4.9,18,"Bonuses, Perks",No,89,11,170771,45,Medium,1,7
NIK-FIN-2318,Finance Consultant,Marketing,Nike,"Singapore, Singapore",2834082,13,Diploma,Contract,"Java, Power BI",16-05-2022,Naukri,Remote,4.1,9,281,9,8,1,0,94,76,18,"HR Policies, Python",8,75,Salary,3.5,19,"Bonuses, Perks",Yes,89,11,166135,35,High,4,15
GOO-CYB-8534,Cybersecurity Analyst,IT,Google,"Berlin, Germany",1436904,13,PhD,Part-time,"Photoshop, Java",11-10-2018,Glassdoor,Onsite,4.7,2,314,1,1,0,0,74,56,18,"Power BI, React",14,86,Salary,5.2,16,"Bonuses, Perks",No,75,25,52290,42,High,5,11
MIC-DAT-7359,Data Scientist,Finance,Microsoft,"Dubai, UAE",2824040,6,B.Tech,Part-time,"Python, Machine Learning",24-09-2014,Upwork,Hybrid,4.7,5,441,5,5,0,0,80,90,-10,"React, SEO",13,95,Work-life balance,3.4,19,"WFH, Insurance",Yes,80,20,70662,39,High,5,8
SAM-CYB-1740,Cybersecurity Analyst,Marketing,Samsung,"Toronto, Canada",2535588,2,MBA,Internship,"HR Policies, SEO",14-09-2017,Upwork,Onsite,3.5,8,168,4,0,4,0,81,71,10,"AWS, Python",14,94,Job Security,3.6,10,"Bonuses, Perks",Yes,79,21,238407,38,Low,1,4
TES-HR -9095,HR Manager,Marketing,Tesla,"Dubai, UAE",1539434,2,B.Sc,Internship,"Java, Python",08-12-2015,Upwork,Hybrid,3.1,8,457,2,0,2,0,78,63,15,"React, Power BI",7,72,Salary,2.8,15,"WFH, Insurance",No,87,13,102362,41,High,3,4
GOO-MEC-7872,Mechanical Engineer,IT,Google,"Singapore, Singapore",1781801,0,BBA,Full-Time,"React, Power BI",27-02-2019,Glassdoor,Remote,3.9,1,345,1,1,0,0,78,67,11,"Power BI, React",13,74,Job Security,3,19,"WFH, Insurance",No,80,20,110982,39,Low,3,2
PFI-DAT-9507,Data Scientist,Education,Pfizer,"Sydney, Australia",2658742,13,M.Com,Full-Time,"HR Policies, Java",27-10-2014,LinkedIn,Hybrid,3,7,97,3,1,2,0,77,85,-8,"HR Policies, Java",13,85,Growth,2.3,18,"WFH, Insurance",No,76,24,152027,43,Medium,2,3
TCS-BIO-5556,Biotech Researcher,Healthcare,TCS,"Toronto, Canada",2689466,14,B.Tech,Contract,"AWS, Power BI",24-05-2016,Indeed,Remote,4.1,6,108,3,0,3,0,80,76,4,"Machine Learning, AWS",9,76,Job Security,5.2,14,"Bonuses, Perks",No,78,22,99371,43,High,5,4
DEL-MEC-8899,Mechanical Engineer,Healthcare,Deloitte,"Bangalore, India",1184373,4,M.Tech,Part-time,"Python, Java",08-07-2016,Upwork,Hybrid,3.8,10,369,1,1,0,0,67,78,-11,"AWS, Java",10,70,Culture,5.8,20,"Bonuses, Perks",No,84,16,103052,35,Medium,2,6
GOO-FIN-1363,Finance Consultant,Education,Google,"Mumbai, India",2758749,6,Diploma,Full-Time,"Machine Learning, AWS",13-11-2021,Naukri,Hybrid,3.2,3,272,3,3,0,0,84,78,6,"HR Policies, Photoshop",5,92,Work-life balance,5.8,17,"Bonuses, Perks",Yes,88,12,165955,42,High,2,6
NIK-FIN-2612,Finance Consultant,IT,Nike,"Bangalore, India",1762384,6,MBA,Part-time,"Machine Learning, HR Policies",08-12-2014,Naukri,Onsite,4,7,350,2,1,1,0,79,64,15,"Photoshop, Machine Learning",7,90,Growth,2.3,10,"WFH, Insurance",Yes,84,16,94238,45,Low,2,8
TCS-GRA-5461,Graphic Designer,Biotechnology,TCS,"Toronto, Canada",2147270,3,B.Sc,Internship,"SEO, Python",10-03-2020,LinkedIn,Onsite,4.3,8,166,3,3,0,0,90,56,34,"SQL, Python",8,72,Salary,4.8,20,"Bonuses, Perks",No,76,24,97894,45,Low,2,3
NIK-BIO-8327,Biotech Researcher,Manufacturing,Nike,"Bangalore, India",2845937,9,B.Tech,Internship,"Java, HR Policies",22-04-2020,LinkedIn,Hybrid,3.3,4,315,3,2,1,0,85,68,17,"React, AWS",9,89,Salary,3.5,11,"Bonuses, Perks",Yes,77,23,64695,41,Low,4,9
GOO-DAT-6902,Data Analyst,Education,Google,"Dubai, UAE",2987267,11,M.Sc,Full-Time,"Photoshop, React",01-07-2023,LinkedIn,Onsite,3.2,1,406,1,0,1,0,78,72,6,"HR Policies, SEO",13,92,Work-life balance,5.5,20,"Bonuses, Perks",No,75,25,141836,39,High,3,3
GOO-CYB-8589,Cybersecurity Analyst,HR,Google,"New York, USA",2437437,12,B.Sc,Contract,"AWS, Power BI",08-04-2022,Indeed,Onsite,4.2,1,446,1,1,0,0,68,83,-15,"HR Policies, SQL",5,95,Job Security,4.3,10,"WFH, Insurance",No,87,13,209633,45,Low,2,2
PFI-SOF-8543,Software Engineer,Finance,Pfizer,"Mumbai, India",2111200,2,B.Sc,Contract,"Machine Learning, Photoshop",21-05-2015,Indeed,Remote,4.8,3,241,2,1,1,0,75,55,20,"SQL, AWS",10,82,Culture,2.5,10,"Bonuses, Perks",No,85,15,119054,36,High,5,4
AMA-CYB-4321,Cybersecurity Analyst,Retail,Amazon,"New York, USA",1502988,4,PhD,Full-Time,"React, SEO",11-09-2024,LinkedIn,Hybrid,4.4,10,424,8,2,6,0,83,64,19,"SQL, HR Policies",8,89,Culture,4.3,11,"Bonuses, Perks",Yes,87,13,220491,36,Low,5,1
MIC-MAR-6488,Marketing Manager,Design,Microsoft,"Paris, France",1317309,12,M.Com,Full-Time,"Photoshop, Java",16-04-2015,LinkedIn,Remote,4.4,6,277,6,4,2,0,92,82,10,"Java, Python",13,75,Culture,2.3,15,"WFH, Insurance",No,75,25,236128,39,Medium,2,7
NIK-CYB-3725,Cybersecurity Analyst,Design,Nike,"London, UK",1838094,2,BBA,Part-time,"SQL, SEO",16-03-2022,LinkedIn,Onsite,3.8,7,236,1,0,1,0,84,87,-3,"Python, SQL",14,84,,3.9,15,"Bonuses, Perks",No,86,14,136672,36,High,1,4
PFI-BIO-5152,Biotech Researcher,Design,Pfizer,"Mumbai, India",2525194,0,B.Com,Internship,"React, SQL",21-03-2024,LinkedIn,Hybrid,3.3,3,120,1,1,0,0,87,87,0,"React, Java",8,88,Job Security,5.4,14,"WFH, Insurance",Yes,75,25,94154,42,Low,2,2
AMA-HR -7157,HR Manager,Education,Amazon,"Toronto, Canada",2773877,15,BBA,Contract,"SQL, Photoshop",05-08-2014,Shine,Hybrid,4.1,5,422,4,3,1,0,68,76,-8,"HR Policies, SEO",10,86,Growth,5.1,15,"WFH, Insurance",Yes,84,16,72656,35,Low,4,17
DEL-MEC-4543,Mechanical Engineer,Marketing,Deloitte,"New York, USA",1853681,9,BBA,Contract,"HR Policies, SEO",13-05-2021,Indeed,Onsite,3.3,9,99,9,4,5,0,94,71,23,"Java, SEO",8,86,Work-life balance,3.5,19,"WFH, Insurance",Yes,87,13,151785,38,Low,5,6
AMA-DAT-4797,Data Analyst,Retail,Amazon,"Dubai, UAE",854979,10,BBA,Full-Time,"Java, SEO",19-03-2015,Indeed,Onsite,4,5,359,1,0,1,0,87,83,4,"SEO, SQL",11,89,Salary,3,16,"Bonuses, Perks",Yes,82,18,136499,41,Low,4,9
MIC-BIO-1811,Biotech Researcher,Design,Microsoft,"Mumbai, India",2245538,11,M.Tech,Part-time,"SEO, Power BI",05-02-2022,Naukri,Remote,4.1,10,382,9,0,9,0,90,63,27,"React, Machine Learning",5,83,Salary,4.8,19,"WFH, Insurance",Yes,89,11,52278,36,High,5,13
DEL-MAR-9249,Marketing Manager,Marketing,Deloitte,"Berlin, Germany",722655,5,M.Sc,Full-Time,"SEO, Machine Learning",21-10-2017,Naukri,Hybrid,3.2,10,80,2,0,2,0,68,77,-9,"Machine Learning, SQL",13,84,Job Security,2.2,17,"WFH, Insurance",Yes,79,21,52303,45,High,2,1
MIC-HR -3055,HR Manager,Biotechnology,Microsoft,"London, UK",822819,2,B.Sc,Contract,"AWS, Power BI",08-12-2014,Shine,Remote,3.2,5,457,5,1,4,0,87,59,28,"Java, AWS",12,87,Culture,4.5,16,"WFH, Insurance",No,79,21,147859,41,Low,4,4
GOO-GRA-6804,Graphic Designer,Design,Google,"Dubai, UAE",2615617,0,M.Sc,Internship,"Python, Java",25-10-2023,Glassdoor,Hybrid,4.8,9,219,5,2,3,0,83,79,4,"React, Python",5,89,Growth,3.6,12,"WFH, Insurance",No,83,17,84416,35,Medium,1,1
DEL-SOF-3859,Software Engineer,Design,Deloitte,"Toronto, Canada",2833725,1,B.Tech,Contract,"Java, Power BI",09-07-2018,Naukri,Remote,3.4,3,61,3,2,1,0,65,59,6,"SEO, Java",5,74,Job Security,2.4,11,"WFH, Insurance",Yes,81,19,98293,40,Medium,2,3
TES-DAT-5842,Data Scientist,Education,Tesla,"Dubai, UAE",1193600,11,MBA,Contract,"SQL, React",08-12-2019,Upwork,Onsite,3.5,9,261,5,3,2,0,61,64,-3,"Java, AWS",7,94,Culture,4.6,12,"WFH, Insurance",Yes,83,17,227679,38,Low,3,9
SAM-SOF-9977,Software Engineer,Manufacturing,Samsung,"New York, USA",1799410,6,B.Tech,Internship,"Machine Learning, React",19-11-2015,LinkedIn,Onsite,4.8,4,349,4,2,2,0,65,58,7,"Power BI, Java",13,93,Job Security,5.5,13,"Bonuses, Perks",No,89,11,77205,41,High,1,8
NIK-MEC-6349,Mechanical Engineer,Retail,Nike,"Dubai, UAE",2509177,14,B.Com,Contract,"Power BI, Python",17-04-2021,LinkedIn,Hybrid,3,1,375,1,1,0,0,71,56,15,"Power BI, SQL",8,76,Salary,3.3,20,"WFH, Insurance",Yes,76,24,188508,35,High,5,10
MIC-DAT-7532,Data Analyst,Education,Microsoft,"Toronto, Canada",2476985,2,B.Com,Contract,"Java, AWS",28-06-2024,Upwork,Remote,3.7,10,208,8,7,1,0,82,72,10,"HR Policies, SQL",5,76,Salary,3.7,19,"WFH, Insurance",Yes,81,19,147869,42,Low,4,4
ADO-MEC-2784,Mechanical Engineer,Education,Adobe,"Toronto, Canada",2565105,0,M.Sc,Full-Time,"HR Policies, Java",07-02-2016,Indeed,Remote,4.3,5,233,2,2,0,0,87,58,29,"HR Policies, Java",6,89,Culture,3.9,14,"Bonuses, Perks",No,90,10,204816,43,Medium,2,2
DEL-SOF-5246,Software Engineer,Manufacturing,Deloitte,"Toronto, Canada",1908650,10,B.Tech,Contract,"Java, SEO",28-09-2024,Indeed,Onsite,4.3,4,306,4,0,4,0,72,82,-10,"Machine Learning, HR Policies",12,93,Salary,5.9,10,"Bonuses, Perks",Yes,80,20,120508,40,Medium,3,9
SAM-CYB-5624,Cybersecurity Analyst,Finance,Samsung,"Sydney, Australia",693891,4,Diploma,Part-time,"Python, Power BI",19-08-2019,Glassdoor,Onsite,4.1,6,496,5,5,0,0,80,82,-2,"SEO, Java",8,93,Job Security,2.9,20,"WFH, Insurance",No,85,15,234918,39,High,2,6
